City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,smithers,54.7804,-127.1743,15.18,55,75,3.6,CA,1697314810
362,saipan,15.1355,145.701,25.39,94,0,1.54,MP,1697315065
363,greymouth,-42.4667,171.2,12.05,95,100,10.87,NZ,1697315066
364,hancheng,32.5186,112.3522,17.23,64,14,2.42,CN,1697315066
365,sharjah,25.3573,55.4033,31.99,78,0,1.54,AE,1697315030
366,myrina,39.8797,25.0742,16.58,77,0,1.54,GR,1697315067
367,wabag,-5.4781,143.7021,11.54,97,100,1.07,PG,1697315067
368,oriximina,-1.7656,-55.8661,37.51,27,88,3.79,BR,1697315068
369,al 'aziziyah,32.9058,45.0616,29.17,18,5,3.48,IQ,1697315068
370,monteagudo,-19.8167,-63.9833,32.28,28,4,4.38,BO,1697315068
371,jati,24.3539,68.2671,26.01,74,0,5.39,PK,1697315069
372,fisterra,42.9049,-9.2629,17.08,83,100,4.81,ES,1697315069
373,ruelle-sur-touvre,45.6833,0.2333,12.43,58,0,2.06,FR,1697315069
374,eyl,7.9803,49.8164,27.23,82,10,3.51,SO,1697315070
375,noosa heads,-26.3833,153.15,19.08,91,13,4.38,AU,1697315071
376,mandalgovi,45.7625,106.2708,2.75,47,6,2.18,MN,1697315071
377,banda aceh,5.5577,95.3222,25.96,85,100,2.76,ID,1697315072
378,taltal,-25.4,-70.4833,19.02,64,24,3.2,CL,1697315072
379,la sarre,48.8002,-79.1996,7.75,86,100,4.79,CA,1697315072
380,dakhla,23.6848,-15.958,26.01,65,12,3.6,EH,1697315072
381,khandyga,62.6667,135.6,-11.7,98,100,1.39,RU,1697314787
382,prince george,53.9166,-122.753,16.25,56,75,7.2,CA,1697314873
383,as salamiyah,35.0113,37.0532,22.49,65,43,4.13,SY,1697315073
384,mungeli,22.0667,81.6833,22.76,64,1,2.0,IN,1697315073
385,ngurore,9.2833,12.2333,28.46,64,96,2.51,NG,1697315073
386,nanao,37.05,136.9667,15.18,92,100,1.43,JP,1697315073
387,palm coast,29.585,-81.2078,28.93,66,40,6.69,US,1697315073
388,vorgashor,67.5833,63.95,-0.99,80,100,4.98,RU,1697315073
389,fengcheng,40.4536,124.0717,9.79,90,0,0.39,CN,1697315073
390,glendive,47.1053,-104.7125,11.79,54,20,5.66,US,1697315073
391,baikonur,45.6167,63.3167,9.03,42,44,2.5,KZ,1697315073
392,sirjan,29.452,55.6814,20.77,25,3,3.66,IR,1697315074
393,marawi city,8.0,124.2833,20.76,89,89,1.1,PH,1697315074
394,conde,-7.2597,-34.9075,26.7,74,20,6.17,BR,1697315074
395,parichhatgarh,28.9833,77.9333,24.12,47,0,0.58,IN,1697315074
396,tateyama,34.9833,139.8667,16.72,94,100,3.09,JP,1697315074
397,alta,69.9689,23.2717,-2.12,84,0,3.6,NO,1697315074
398,cadale,2.7603,46.3222,26.64,86,10,5.93,SO,1697315075
399,bliss corner,41.6118,-70.9384,15.04,71,100,10.28,US,1697315075
400,anaconda,46.1285,-112.9423,11.14,39,72,3.21,US,1697315076
401,poronaysk,49.2167,143.1167,7.38,93,98,2.94,RU,1697315077
402,mtimbira,-8.7833,36.35,28.32,47,38,2.59,TZ,1697315077
403,mersa matruh,31.3525,27.2453,22.11,68,40,4.12,EG,1697315077
404,muynoq,43.7683,59.0214,11.24,46,100,2.55,UZ,1697315077
405,borkum,53.5809,6.6915,11.97,54,100,14.77,DE,1697315077
406,malango,-2.9627,119.9001,19.12,97,70,0.8,ID,1697315077
407,urzhar,47.093,81.6294,6.38,67,93,0.75,KZ,1697315077
408,sanya,18.2431,109.505,24.09,88,0,1.0,CN,1697315077
409,akureyri,65.6835,-18.0878,-3.04,80,75,2.06,IS,1697315077
410,petauke,-14.2426,31.3253,29.99,19,70,2.15,ZM,1697315077
411,rio gallegos,-51.6226,-69.2181,15.03,33,20,13.38,AR,1697315078
412,ashmun,30.2986,30.9764,24.47,55,40,2.34,EG,1697315078
413,sittwe,20.15,92.9,24.34,84,11,2.96,MM,1697315078
414,sovetskaya gavan',48.9723,140.2878,7.28,85,7,1.71,RU,1697315078
415,magadan,59.5667,150.8,-1.77,73,95,2.68,RU,1697315078
416,lundazi,-12.2929,33.1782,27.48,28,5,5.04,ZM,1697315078
417,quellon,-43.1167,-73.6167,9.84,61,96,4.72,CL,1697315078
418,bonthe,7.5264,-12.505,25.29,88,100,1.01,SL,1697314792
419,vernal,40.4555,-109.5287,12.03,43,0,2.57,US,1697315054
420,qamdo,31.1667,97.2333,-2.08,60,23,0.72,CN,1697315078
421,verkhneural'sk,53.8769,59.2106,3.95,79,89,3.15,RU,1697315078
422,nelson,-41.2833,173.2833,14.6,82,44,0.45,NZ,1697315079
423,jutai,-5.1833,-68.9,35.11,40,91,1.54,BR,1697315079
424,berezovyy,51.6667,135.7,6.45,84,1,1.7,RU,1697314837
425,ocean shores,46.9737,-124.1563,16.08,90,75,4.12,US,1697315079
426,labrador city,52.9463,-66.9114,4.95,100,100,8.75,CA,1697315079
427,tual,-5.6667,132.75,26.88,82,100,7.16,ID,1697315079
428,swift current,50.2834,-107.8014,11.45,46,0,10.29,CA,1697315079
429,riachao das neves,-11.7461,-44.91,37.49,20,26,2.39,BR,1697315079
430,kwang binh,17.4833,106.6,25.3,87,100,5.97,VN,1697315079
431,coquimbo,-29.9533,-71.3436,15.85,72,0,6.17,CL,1697315079
432,port hedland,-20.3167,118.5667,23.03,60,14,2.57,AU,1697315079
433,east london,-33.0153,27.9116,16.92,74,93,2.77,ZA,1697314781
434,san rafael,-34.6177,-68.3301,25.88,14,0,3.14,AR,1697314799
435,smara,26.7384,-11.6719,30.61,17,4,8.23,EH,1697315080
436,severobaykal'sk,55.65,109.3167,3.61,67,99,1.19,RU,1697315080
437,ciudad cuauhtemoc,22.1833,-97.8333,31.06,70,75,9.26,MX,1697315080
438,pandan,14.0453,124.1694,26.46,85,61,3.41,PH,1697315080
439,ola,59.5833,151.2833,-1.44,71,88,1.99,RU,1697315080
440,jijiga,9.35,42.8,20.22,67,22,3.09,ET,1697315080
441,manokwari,-0.8667,134.0833,25.9,81,43,1.37,ID,1697315080
442,natal,-5.795,-35.2094,27.36,74,20,6.17,BR,1697314924
443,kajaani,64.2273,27.7285,5.03,93,75,3.09,FI,1697315081
444,manta,-0.95,-80.7333,26.88,78,100,4.63,EC,1697315081
445,aginskoye,51.1,114.53,-0.8,71,3,3.71,RU,1697315081
446,lorengau,-2.0226,147.2712,27.17,78,98,0.47,PG,1697314844
447,portales,34.1862,-103.3344,18.52,32,99,2.25,US,1697315081
448,port-gentil,-0.7193,8.7815,26.98,89,40,4.63,GA,1697315081
449,eshowe,-28.8865,31.4699,14.08,66,71,4.89,ZA,1697315081
450,castillos,-34.1667,-53.8333,15.47,56,0,4.72,UY,1697315081
451,morehead city,34.7229,-76.726,25.01,94,100,3.09,US,1697315081
452,ad dabbah,18.05,30.95,32.12,17,0,9.06,SD,1697315082
453,lastoursville,-0.8143,12.7287,21.98,99,98,0.68,GA,1697315082
454,mata-utu,-13.2816,-176.1745,27.48,79,11,7.92,WF,1697315082
455,leava,-14.3,-178.1667,26.72,83,32,9.51,WF,1697315082
456,tobol'sk,58.2,68.2667,7.0,75,100,5.81,RU,1697315082
457,el calafate,-50.3408,-72.2768,9.65,64,5,5.25,AR,1697315082
458,acarau,-2.8856,-40.12,27.92,70,45,9.01,BR,1697315082
459,cestos city,5.46,-9.5828,25.98,87,100,2.67,LR,1697315083
460,holualoa,19.6228,-155.9522,26.97,73,40,4.63,US,1697315083
461,puerto baquerizo moreno,-0.9,-89.6,27.55,69,40,5.14,EC,1697314820
462,hanceville,34.0607,-86.7675,23.08,36,0,6.35,US,1697315084
463,araguaina,-7.1911,-48.2072,36.43,26,17,3.05,BR,1697314938
464,hasaki,35.7333,140.8333,16.27,90,100,6.56,JP,1697315084
465,recani,31.2846,-4.2688,25.46,22,89,4.25,MA,1697315084
466,griffith,41.5284,-87.4237,12.16,77,100,9.26,US,1697315084
467,namsos,64.4662,11.4957,8.03,70,100,2.06,NO,1697315084
468,carutapera,-1.195,-46.02,28.89,69,24,4.81,BR,1697315084
469,banikoara,11.2985,2.4386,28.54,39,47,2.04,BJ,1697315084
470,freetown,8.484,-13.2299,26.84,89,75,5.14,SL,1697315084
471,amga,60.8953,131.9608,-3.9,81,100,2.68,RU,1697315084
472,ejigbo,7.9,4.3167,24.05,93,100,1.8,NG,1697315084
473,novodvinsk,64.4165,40.8122,3.77,90,100,7.04,RU,1697315085
474,hudiksvall,61.729,17.1036,7.36,68,100,6.35,SE,1697315085
475,sitka,57.0531,-135.33,11.94,82,100,5.66,US,1697315085
476,phibun mangsahan,15.2447,105.2291,24.99,83,100,2.39,TH,1697315085
477,nova vicosa,-17.8919,-39.3719,26.13,76,79,4.72,BR,1697315085
478,yelizovo,53.1873,158.3805,5.08,100,100,4.02,RU,1697314874
479,vorkuta,67.5,64.0,-0.79,79,100,4.91,RU,1697315086
480,usinsk,65.9939,57.5281,-1.07,98,98,2.24,RU,1697315086
481,bich'vinta,43.1592,40.3378,11.1,49,0,2.41,GE,1697315086
482,chernyshevskiy,63.0128,112.4714,-4.27,96,92,0.15,RU,1697315086
483,sattahip,12.6664,100.9007,27.05,83,40,2.06,TH,1697315086
484,georgiyevka,43.0369,74.7114,2.02,100,2,1.0,KZ,1697315087
485,banff,51.1762,-115.5698,14.57,44,56,3.09,CA,1697314991
486,kotido,2.9806,34.1331,26.73,45,96,7.79,UG,1697315087
487,roma,43.2128,-75.4557,12.99,70,100,3.09,US,1697315087
488,cockburn town,21.4612,-71.1419,28.86,70,100,1.45,TC,1697315087
489,okha,53.5739,142.9478,4.56,76,81,6.28,RU,1697315088
490,bath,51.3779,-2.3591,10.43,85,5,2.73,GB,1697314932
491,tanout,14.9709,8.8879,31.8,18,26,4.45,NE,1697315088
492,demre,36.2537,29.9777,19.37,72,1,1.13,TR,1697315088
493,kampene,-3.6,26.6667,21.38,98,100,0.49,CD,1697315088
494,carnot,4.9409,15.8665,21.35,99,100,1.34,CF,1697315088
495,fortaleza,-3.7227,-38.5247,28.07,69,20,6.17,BR,1697314884
496,bandon,51.7469,-8.7425,7.77,81,11,2.23,IE,1697315088
497,zyrya,40.3661,50.2917,13.05,68,0,1.23,AZ,1697315089
498,oeiras do para,-2.0031,-49.8544,37.06,29,53,2.55,BR,1697315089
499,islamkot,24.6997,70.177,26.09,65,0,5.59,PK,1697315089
500,santa helena,-2.2311,-45.3,31.92,48,86,4.04,BR,1697315089
501,kenora,49.8167,-94.4337,8.54,71,100,2.57,CA,1697314967
502,lompoc,34.6391,-120.4579,29.32,52,0,2.06,US,1697315089
503,seabra,-12.4186,-41.7703,28.48,35,9,4.95,BR,1697315089
504,shiqian,27.5225,108.2281,14.88,89,0,0.63,CN,1697315089
505,aljezur,37.3191,-8.8033,18.37,93,57,2.42,PT,1697315090
506,champerico,14.3,-91.9167,34.3,74,24,2.74,GT,1697315090
507,male,4.1748,73.5089,27.97,78,40,2.06,MV,1697315090
508,quelimane,-17.8786,36.8883,26.97,89,0,3.6,MZ,1697314792
509,soe,-9.8607,124.284,18.63,68,87,1.95,ID,1697315090
510,margahayukencana,-6.9708,107.5675,23.09,76,98,0.67,ID,1697315090
511,yujing,23.1249,120.4614,22.68,81,71,1.06,TW,1697315090
512,cuauhtemoc,28.4167,-106.8667,24.42,35,1,5.95,MX,1697315090
513,noshiro,40.2039,140.0242,12.57,80,42,2.74,JP,1697315090
514,giado,31.9582,12.0203,19.95,41,0,2.0,LY,1697315090
515,broome,42.2506,-75.833,10.01,95,100,2.06,US,1697315090
516,big spring,32.2504,-101.4787,19.02,33,0,2.57,US,1697315091
517,papao,-17.75,-149.55,28.82,77,35,5.76,PF,1697315091
518,fedorovskiy,45.0972,40.9517,13.13,33,0,3.58,RU,1697315091
519,puerto deseado,-47.7503,-65.8938,10.21,57,0,4.16,AR,1697315091
520,prado,-17.3411,-39.2208,25.49,80,89,3.84,BR,1697314978
521,santa cruz,-17.8,-63.1667,32.03,37,8,6.69,BO,1697315080
522,sandnessjoen,66.0217,12.6316,2.29,69,100,13.63,NO,1697315091
523,formosa do rio preto,-11.0483,-45.1931,37.64,19,19,3.9,BR,1697315091
524,durban,-29.8579,31.0292,17.51,66,7,9.49,ZA,1697315091
525,samana,19.2056,-69.3369,31.12,70,40,4.12,DO,1697315091
526,hachinohe,40.5,141.5,11.2,84,3,2.3,JP,1697315091
527,lerwick,60.1545,-1.1494,5.0,73,99,13.99,GB,1697315092
528,arawa,-6.2132,155.5367,25.09,91,66,0.61,PG,1697315092
529,guadalupe,25.6833,-100.25,20.75,84,100,4.63,MX,1697315092
530,ruislip,51.5734,-0.4234,9.27,86,0,2.57,GB,1697315092
531,zheleznogorsk,52.331,35.3711,16.7,53,98,8.94,RU,1697315092
532,bronderslev,57.2702,9.941,9.92,80,100,16.39,DK,1697315092
533,ruidoso,33.3317,-105.673,21.83,33,0,0.45,US,1697315022
534,tobruk,32.0836,23.9764,22.62,68,1,4.91,LY,1697315092
535,blenheim,-41.516,173.9528,15.29,63,13,3.13,NZ,1697314975
536,saldanha,-33.0117,17.9442,20.03,60,38,7.89,ZA,1697315092
537,port de pollenca,39.9075,3.0814,24.6,81,78,1.84,ES,1697315092
538,kwaksan,39.6875,125.0828,12.0,81,1,1.95,KP,1697315093
539,attleborough,52.5129,-1.4549,8.05,89,10,1.79,GB,1697315093
540,dolinsk,47.35,142.8,4.84,93,0,1.58,RU,1697315093
541,bereeda,11.8704,51.0579,27.31,77,2,4.12,SO,1697315093
542,general roca,-39.0333,-67.5833,25.35,30,100,7.92,AR,1697315093
543,pueblo nuevo,23.3833,-105.3833,24.5,47,0,3.35,MX,1697315093
544,rehli,23.6333,79.0833,24.84,52,86,2.56,IN,1697315093
545,serhiyivka,46.0272,30.3768,16.84,82,4,5.84,UA,1697315093
546,aripuana,-9.1667,-60.6333,35.25,35,100,1.23,BR,1697315093
547,laramie,41.3114,-105.5911,11.64,45,0,3.6,US,1697314913
548,labasa,-16.4167,179.3833,25.65,76,86,4.35,FJ,1697315093
549,sitangkai,4.6628,119.3928,28.57,74,100,4.1,PH,1697315094
550,del rio,29.3627,-100.8968,26.22,23,40,2.57,US,1697314874
551,katsuura,35.1333,140.3,16.01,93,100,5.94,JP,1697315094
552,pionerskiy,54.9508,20.2275,13.97,65,4,14.56,RU,1697315094
553,asbe teferi,9.0833,40.8667,20.24,43,97,1.97,ET,1697315094
554,kaharlyk,49.8623,30.8282,15.76,68,33,7.14,UA,1697315094
555,lashio,22.9333,97.75,16.81,99,16,0.39,MM,1697315094
556,upington,-28.4478,21.2561,20.21,30,0,2.57,ZA,1697315094
557,conduaga,8.862,117.4893,26.03,88,79,2.0,PH,1697315094
558,motueka,-41.1333,173.0167,15.05,74,78,2.04,NZ,1697315094
559,sydney,-33.8679,151.2073,16.51,58,0,3.6,AU,1697315093
560,charters towers,-20.1,146.2667,17.07,92,59,2.45,AU,1697315095
561,urengoy,65.9667,78.3667,1.17,97,100,1.79,RU,1697315095
562,ust'-ilimsk,58.0006,102.6619,4.69,74,100,4.02,RU,1697315095
563,mahenge,-8.6833,36.7167,21.6,57,38,1.79,TZ,1697315095
564,enriquillo,17.9,-71.2333,31.82,69,99,3.01,DO,1697315095
565,mil'kovo,55.6078,37.7956,14.22,86,48,7.95,RU,1697315095
566,vadso,70.0744,29.7487,3.09,81,75,10.29,NO,1697315096
567,khoyniki,51.8911,29.9552,18.49,51,76,6.2,BY,1697315096
568,achinsk,56.2694,90.4993,4.83,64,100,4.92,RU,1697315096
569,juneau,58.3019,-134.4197,13.01,89,75,8.75,US,1697315096
570,taulaga,-11.0553,-171.0883,27.95,79,76,9.42,AS,1697315096
571,jumla,29.2747,82.1838,8.36,89,3,1.6,NP,1697315097
